Nuclear,Lignite,HardCoal,NaturalGas,Oil(light),Oil(heavy),OtherFuels,Waste,RoR,Biomass,Geothermal
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
0.96,0.77,0.85,0.85,0.85,0.85,0.53,0.65,0.38,0.69,0.31
